30,0.015137,-0.012702,0.040527,0.154001,0.973753,0.209791,0,0,0,0,,,1.007930294
46,0.013672,-0.012702,0.041504,0.157175,0.974242,0.209424,0,0,0,0,,,1.008816072
62,0.013184,-0.01319,0.042969,0.156321,0.972044,0.210401,0,0,0,0,,,1.006764309
77,0.013672,-0.012702,0.043457,0.158152,0.968382,0.21504,0,0,0,0,,,1.004498857
93,0.013184,-0.012213,0.04541,0.162547,0.96472,0.212965,0,0,0,0,,,1.001229393
108,0.011719,-0.011724,0.048828,0.170848,0.968504,0.217726,0,0,0,0,,,1.007270395
124,0.01123,-0.011236,0.049805,0.173167,0.969481,0.220656,0,0,0,0,,,1.009241938
140,0.009277,-0.00977,0.052246,0.174144,0.966551,0.218458,0,0,0,0,,,1.006116726
155,0.008301,-0.008305,0.054688,0.180614,0.968626,0.217481,0,0,0,0,,,1.009037031
171,0.000977,-0.00342,0.059082,0.196118,0.967771,0.208082,0,0,0,0,,,1.00912888
187,-0.005862,0.002441,0.062988,0.20918,0.963499,0.199414,0,0,0,0,,,1.005908812
202,-0.006839,0.00293,0.063965,0.205884,0.962034,0.202832,0,0,0,0,,,1.004509064
218,-0.008793,0.004883,0.064941,0.201733,0.96533,0.205396,0,0,0,0,,,1.007345884
233,-0.008793,0.004395,0.066406,0.205518,0.970335,0.208204,0,0,0,0,,,1.013477462
249,-0.007328,0.001465,0.064941,0.208692,0.978881,0.217848,0,0,0,0,,,1.024313484
265,-0.012702,-0.002931,0.063965,0.214918,0.978392,0.198926,0,0,0,0,,,1.02127969
280,-0.021006,-0.004885,0.06543,0.19563,0.962888,0.206739,0,0,0,0,,,1.004074405
296,-0.023937,-0.00342,0.068848,0.202588,0.963499,0.188915,0,0,0,0,,,1.002527355
312,-0.024915,-0.004885,0.069824,0.203321,0.968992,0.187206,0,0,0,0,,,1.007636349
327,-0.025892,-0.009282,0.071777,0.206372,0.96594,0.190869,0,0,0,0,,,1.006012158
343,-0.030288,-0.015144,0.074219,0.200635,0.961301,0.185985,0,0,0,0,,,0.999472079
358,-0.033708,-0.021006,0.077637,0.212476,0.958127,0.19331,0,0,0,0,,,1.000261043
374,-0.031754,-0.023449,0.079102,0.217481,0.943722,0.200879,0,0,0,0,,,0.989071065
390,-0.020518,-0.02296,0.085449,0.213819,0.972288,0.196972,0,0,0,0,,,1.014820422
405,-0.0298,-0.018075,0.066895,0.250931,0.932247,0.227248,0,0,0,0,,,0.991812729
421,-0.025403,-0.013679,0.061523,0.228346,0.939938,0.195385,0,0,0,0,,,0.986813375
436,-0.021495,-0.011724,0.049805,0.227004,0.937862,0.205274,0,0,0,0,,,0.986536042
452,-0.01319,-0.005374,0.02832,0.238967,0.939327,0.205274,0,0,0,0,,,0.99074611
468,-0.011236,-0.001466,0.021484,0.241042,0.939327,0.207959,0,0,0,0,,,0.991808149
483,-0.008793,0.001465,0.013184,0.236526,0.936764,0.209302,0,0,0,0,,,0.988574058
499,-0.005862,0.00293,0.02002,0.237991,0.948605,0.208936,0,0,0,0,,,1.000072704
515,-0.005862,0.005859,0.021484,0.239822,0.950192,0.211011,0,0,0,0,,,1.002449535
530,-0.00342,0.005371,0.02002,0.239334,0.943356,0.217481,0,0,0,0,,,0.997245853
546,-0.005862,0.004395,0.019043,0.239211,0.943966,0.21504,0,0,0,0,,,0.997264214
561,-0.006351,0.004883,0.01416,0.239944,0.946652,0.211133,0,0,0,0,,,0.999149777
577,-0.007328,0.00293,0.009277,0.236282,0.926143,0.20625,0,0,0,0,,,0.977808316
593,-0.000489,0.003418,0.019531,0.274858,0.963865,0.221388,0,0,0,0,,,1.026447907
608,0.007812,0.009766,0.020508,0.270219,0.973997,0.228957,0,0,0,0,,,1.036392673
624,0.003906,0.012695,0.015625,0.252884,0.954587,0.207959,0,0,0,0,,,1.009174714
639,0.005371,0.013672,0.016113,0.238967,0.935787,0.201123,0,0,0,0,,,0.986535857
655,0.006836,0.010742,0.021973,0.240432,0.947507,0.210645,0,0,0,0,,,0.999974189
671,0.010254,0.006836,0.01709,0.248245,0.950314,0.20503,0,0,0,0,,,1.003374097
686,0.01123,0.007324,0.005371,0.244094,0.950436,0.19856,0,0,0,0,,,1.001167591
702,0.010254,0.007324,0.001953,0.243362,0.950436,0.201001,0,0,0,0,,,1.001476438
717,0.010742,0.006836,0.000977,0.242385,0.950559,0.2021,0,0,0,0,,,1.001577411
733,0.012207,0.008301,-0.009282,0.238479,0.948361,0.200391,0,0,0,0,,,0.998207079
749,0.011719,0.006836,-0.012702,0.241042,0.956418,0.201123,0,0,0,0,,,1.006621626
765,0.010254,0.003906,-0.008305,0.239211,0.945309,0.20503,0,0,0,0,,,0.996427774
780,0.00293,0.000977,0.006836,0.224928,0.939816,0.210645,0,0,0,0,,,0.989049056
796,-0.000489,0.000488,0.008301,0.206495,0.942623,0.204419,0,0,0,0,,,0.986390102
811,-0.005374,0.005371,0.01123,0.263627,0.98059,0.193798,0,0,0,0,,,1.033737688
827,-0.007816,0.005371,0.010254,0.256546,0.964231,0.217481,0,0,0,0,,,1.021202848
843,-0.00977,0.005859,0.01416,0.245071,0.956418,0.206983,0,0,0,0,,,1.00878003
858,-0.021006,0.001953,-0.005374,0.236282,0.964231,0.204175,0,0,0,0,,,1.013537387
874,-0.019541,0.000488,-0.007328,0.239211,0.961545,0.213575,0,0,0,0,,,1.013609871
889,-0.017587,-0.000489,-0.002931,0.242141,0.957395,0.216993,0,0,0,0,,,1.0111001
905,-0.018075,-0.002443,-0.000489,0.241653,0.958127,0.216017,0,0,0,0,,,1.011467679
921,-0.019541,-0.005374,0.005371,0.243118,0.95593,0.213575,0,0,0,0,,,1.00921891
936,-0.018075,-0.006839,0.005859,0.247024,0.951779,0.215528,0,0,0,0,,,1.006656068
952,-0.01661,-0.007328,0.008789,0.246902,0.946774,0.223952,0,0,0,0,,,1.003741054
968,-0.010747,-0.006351,0.009277,0.247024,0.942135,0.229201,0,0,0,0,,,1.000585985
983,-0.006351,-0.004885,0.008301,0.244094,0.945431,0.224318,0,0,0,0,,,1.001868365
999,-0.004885,-0.002931,0.007812,0.248123,0.944455,0.217237,0,0,0,0,,,1.000376021
1015,0,-0.003908,0.013184,0.244583,0.941525,0.227492,0,0,0,0,,,0.99902091
1030,0.002441,-0.001954,0.018066,0.243362,0.938107,0.235061,0,0,0,0,,,0.997257981
1046,0.009277,0.002441,0.010254,0.236648,0.948727,0.221998,0,0,0,0,,,1.002680562
1061,0.011719,0.008789,-0.00342,0.235549,0.950559,0.211866,0,0,0,0,,,1.001964543
1077,0.010742,0.005859,-0.002931,0.231765,0.948483,0.219069,0,0,0,0,,,1.000662902
1092,0.008789,0.00293,0.000977,0.234817,0.94592,0.217481,0,0,0,0,,,0.998599847
