55.73648508,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb27226,0x2fb2720e,10,2147483647,28960,446,29312
55.73904296,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb2aab6,0x2fb27226,10,2147483647,29056,441,29312
55.75111203,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb2bbae,0x2fb277ce,11,2147483647,31872,579,29312
55.76312093,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb2bbae,0x2fb27d76,12,2147483647,34816,2209,29312
55.77541987,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb2cca6,0x2fb2831e,13,2147483647,37760,5136,29312
55.78738802,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb2d7f6,0x2fb288c6,14,2147483647,40576,9234,29312
55.79940408,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb2e346,0x2fb28e6e,15,2147483647,43520,14317,29312
55.81124541,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb2ee96,0x2fb29416,16,2147483647,46336,20264,29312
55.82337944,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb2f9e6,0x2fb299be,17,2147483647,49280,26947,29312
55.83532342,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb30536,0x2fb29f66,18,2147483647,52224,34312,29312
55.84720033,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb31086,0x2fb2a50e,19,2147483647,55040,42250,29312
56.099195,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb31bd6,0x2fb2aab6,1,10,57984,50679,29312
56.11114934,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb32726,0x2fb2b05e,21,2147483647,60928,89344,29312
56.1351757,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb33276,0x2fb2b606,22,2147483647,63744,124689,29312
56.15909218,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb33dc6,0x2fb2bbae,23,2147483647,66688,157214,29312
56.17118227,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb34916,0x2fb2c156,24,2147483647,69504,187059,29312
56.18314013,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb35466,0x2fb2c6fe,25,2147483647,72448,214684,29312
56.19510498,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb35fb6,0x2fb2cca6,26,2147483647,75392,240351,29312
56.20703035,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb36b06,0x2fb2d24e,27,2147483647,78208,262767,29312
56.21907737,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb37656,0x2fb2d7f6,28,2147483647,81152,283872,29312
56.23111382,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb381a6,0x2fb2dd9e,29,2147483647,84096,302348,29312
56.24310094,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb38cf6,0x2fb2e346,30,2147483647,86912,320020,29312
56.25507677,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb39846,0x2fb2e8ee,31,2147483647,89856,335479,29312
56.26705581,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3a396,0x2fb2ee96,32,2147483647,92672,350503,29312
56.27907698,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3aee6,0x2fb2f43e,33,2147483647,95616,363665,29312
56.29107424,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3ba36,0x2fb2f9e6,34,2147483647,98560,376686,29312
56.30306083,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3c586,0x2fb2ff8e,35,2147483647,101376,388061,29312
56.31497717,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3d0d6,0x2fb30536,36,2147483647,104320,399512,29312
56.32706144,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3dc26,0x2fb30ade,37,2147483647,107264,409529,29312
56.33891427,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3e776,0x2fb31086,38,2147483647,110080,419804,29312
56.35099661,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3f2c6,0x2fb3162e,39,2147483647,113024,428793,29312
56.63880809,10.10.1.2:59232,10.10.2.1:5001,44,0x2fb3fe16,0x2fb31bd6,40,2147483647,115840,438168,29312
56.84267555,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3fe16,0x2fb31bd6,40,2147483647,115840,438168,29312
56.85468457,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb40966,0x2fb3217e,41,2147483647,118784,476331,29312
56.86669133,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb414b6,0x2fb32726,42,2147483647,121728,511225,29312
56.87861003,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb42006,0x2fb32cce,43,2147483647,124544,541764,29312
56.91461502,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb42b56,0x2fb33276,44,2147483647,127488,569976,29312
56.92662574,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb436a6,0x2fb3381e,45,2147483647,130432,596157,29312
56.96264194,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb441f6,0x2fb33dc6,46,2147483647,133248,620568,29312
56.97456657,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb44d46,0x2fb3436e,47,2147483647,136192,643440,29312
56.9866331,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb45896,0x2fb34916,48,2147483647,139008,664944,29312
