55.73773981,10.10.1.2:59234,10.10.2.1:5001,32,0x6f60f1c,0x6f60f04,10,2147483647,28960,445,29312
55.97927539,10.10.1.2:59234,10.10.2.1:5001,32,0x6f64d54,0x6f60f1c,1,5,29056,440,29312
55.99117116,10.10.1.2:59234,10.10.2.1:5001,32,0x6f652fc,0x6f614c4,11,2147483647,31872,30385,29312
56.00319293,10.10.1.2:59234,10.10.2.1:5001,32,0x6f65e4c,0x6f61a6c,12,2147483647,34816,58179,29312
56.01519427,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6699c,0x6f62014,13,2147483647,37760,84000,29312
56.02719394,10.10.1.2:59234,10.10.2.1:5001,32,0x6f674ec,0x6f625bc,14,2147483647,40576,108095,29312
56.03919938,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6803c,0x6f62b64,15,2147483647,43520,130678,29312
56.05122561,10.10.1.2:59234,10.10.2.1:5001,32,0x6f68b8c,0x6f6310c,16,2147483647,46336,151936,29312
56.06324937,10.10.1.2:59234,10.10.2.1:5001,32,0x6f696dc,0x6f636b4,17,2147483647,49280,172039,29312
56.07520961,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6a22c,0x6f63c5c,18,2147483647,52224,191133,29312
56.08719733,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6ad7c,0x6f64204,19,2147483647,55040,209336,29312
56.14715124,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6b8cc,0x6f647ac,20,2147483647,57984,226761,29312
56.54277551,10.10.1.2:59234,10.10.2.1:5001,44,0x6f6c41c,0x6f64d54,21,2147483647,60928,248022,29312
56.60269812,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6c41c,0x6f64d54,21,2147483647,60928,248022,29312
56.61472506,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6cf6c,0x6f652fc,22,2147483647,63744,294945,29312
56.62679979,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6dabc,0x6f658a4,23,2147483647,66688,336020,29312
56.65085156,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6e60c,0x6f65e4c,24,2147483647,69504,373471,29312
56.66280694,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6f15c,0x6f663f4,25,2147483647,72448,407744,29312
56.67473541,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6fcac,0x6f6699c,26,2147483647,75392,439228,29312
56.68675816,10.10.1.2:59234,10.10.2.1:5001,32,0x6f707fc,0x6f66f44,27,2147483647,78208,466766,29312
56.69869263,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7134c,0x6f674ec,28,2147483647,81152,492364,29312
