      29,  -0.010682,   0.966184,   0.252274
      44,  -0.008362,   0.972533,   0.250931
      60,  -0.006775,   0.968382,   0.253739
      76,  -0.010560,   0.954709,   0.251419
      91,  -0.009583,   0.946042,   0.248978
     107,  -0.010071,   0.952023,   0.249588
     123,  -0.010926,   0.963377,   0.251907
     138,  -0.009095,   0.970823,   0.256424
     154,  -0.008973,   0.966551,   0.252762
     169,  -0.011903,   0.953610,   0.251297
     185,  -0.010804,   0.948117,   0.248489
     201,  -0.011658,   0.955930,   0.248123
     216,  -0.008484,   0.965940,   0.252030
     232,  -0.005432,   0.969969,   0.252518
     248,  -0.007996,   0.964964,   0.254715
     263,  -0.008973,   0.956174,   0.250443
     279,  -0.009949,   0.948239,   0.248978
     294,  -0.006897,   0.952634,   0.249954
     310,  -0.006775,   0.961423,   0.252030
     326,  -0.007264,   0.966307,   0.252274
     341,  -0.008606,   0.963865,   0.252640
     357,  -0.008851,   0.957761,   0.252640
     373,  -0.009583,   0.959470,   0.252640
     388,  -0.010560,   0.955564,   0.249832
     404,  -0.007874,   0.961912,   0.251785
     419,  -0.007874,   0.957639,   0.253250
     435,  -0.007752,   0.960325,   0.250687
     451,  -0.007752,   0.959592,   0.252396
     466,  -0.009095,   0.958738,   0.251785
     482,  -0.008851,   0.959958,   0.252518
     498,  -0.007142,   0.960325,   0.251785
     513,  -0.010438,   0.955930,   0.251785
     529,  -0.009827,   0.958127,   0.253495
     544,  -0.009217,   0.960691,   0.251663
     560,  -0.009217,   0.958860,   0.252152
     575,  -0.008606,   0.959592,   0.252274
     591,  -0.008973,   0.960081,   0.250687
     607,  -0.009827,   0.959592,   0.251053
     623,  -0.009339,   0.959592,   0.251541
     638,  -0.009217,   0.960691,   0.251419
     654,  -0.008606,   0.957395,   0.251907
     669,  -0.010560,   0.957761,   0.251419
     685,  -0.008362,   0.961301,   0.252030
     701,  -0.007508,   0.957151,   0.251297
     716,  -0.009461,   0.959226,   0.252152
     732,  -0.008118,   0.960325,   0.250443
     747,  -0.010193,   0.960203,   0.251541
     763,  -0.009583,   0.957151,   0.252152
     779,  -0.008973,   0.959592,   0.250320
     794,  -0.011292,   0.957273,   0.252762
     810,  -0.010193,   0.959104,   0.251907
     826,  -0.008973,   0.959104,   0.252274
     841,  -0.008484,   0.958616,   0.251175
     857,  -0.007386,   0.959714,   0.250443
     872,  -0.009949,   0.957517,   0.249832
     888,  -0.011170,   0.959714,   0.251175
     904,  -0.010193,   0.958738,   0.252640
     919,  -0.008851,   0.958860,   0.250687
     935,  -0.008973,   0.958249,   0.253006
     951,  -0.008973,   0.957029,   0.251785
     966,  -0.007874,   0.959470,   0.251785
     982,  -0.010560,   0.958982,   0.250687
     997,  -0.009339,   0.958372,   0.251541
    1013,  -0.009339,   0.959714,   0.251297
    1028,  -0.010316,   0.960691,   0.251419
    1044,  -0.010682,   0.958860,   0.251419
    1060,  -0.010193,   0.957395,   0.251175
    1075,  -0.007752,   0.960081,   0.252518
    1091,  -0.009583,   0.959348,   0.252396
    1107,  -0.008729,   0.957517,   0.252518
    1122,  -0.009095,   0.959348,   0.252152
    1138,  -0.010682,   0.959226,   0.252396
    1154,  -0.006775,   0.959104,   0.252518
    1169,  -0.009095,   0.960325,   0.252030
    1185,  -0.009827,   0.959836,   0.252518
    1200,  -0.010682,   0.957517,   0.251907
    1216,  -0.009827,   0.958616,   0.251297
    1232,  -0.007874,   0.959958,   0.253372
    1247,  -0.006775,   0.958127,   0.251907
    1263,  -0.008362,   0.960813,   0.251419
    1279,  -0.010193,   0.959714,   0.251419
    1294,  -0.007752,   0.959348,   0.251053
    1310,  -0.009339,   0.959836,   0.252762
    1325,  -0.008118,   0.960935,   0.250687
    1341,  -0.009095,   0.958738,   0.251175
    1357,  -0.009217,   0.961179,   0.251297
    1372,  -0.010071,   0.961301,   0.253739
    1388,  -0.009339,   0.958005,   0.251907
    1404,  -0.009217,   0.958616,   0.249710
    1419,  -0.010804,   0.959958,   0.251785
    1435,  -0.009095,   0.958494,   0.250565
    1450,  -0.009217,   0.958738,   0.253250
    1466,  -0.009583,   0.958616,   0.250809
    1481,  -0.007752,   0.961057,   0.251663
    1497,  -0.010071,   0.959958,   0.250931
    1513,  -0.011292,   0.958982,   0.252152
    1529,  -0.008851,   0.959592,   0.252884
