      36,   0.023622,  -0.979857,   0.277666
      52,   0.023622,  -0.972044,   0.278154
      68,   0.023378,  -0.970823,   0.277666
      83,   0.026552,  -0.975707,   0.278276
      99,   0.026796,  -0.982909,   0.280107
     114,   0.025941,  -0.986327,   0.281939
     130,   0.024477,  -0.982055,   0.275591
     146,   0.023622,  -0.973143,   0.276811
     162,   0.025575,  -0.971800,   0.279497
     177,   0.024477,  -0.971800,   0.280107
     193,   0.024843,  -0.981444,   0.282549
     208,   0.023012,  -0.989257,   0.278887
     224,   0.023256,  -0.982421,   0.279009
     240,   0.024232,  -0.972288,   0.278276
     255,   0.025453,  -0.970335,   0.279131
     271,   0.025453,  -0.973997,   0.279253
     287,   0.024721,  -0.982055,   0.278154
     302,   0.024354,  -0.986327,   0.277422
     318,   0.023988,  -0.979613,   0.278643
     333,   0.025575,  -0.974608,   0.278765
     349,   0.023988,  -0.971922,   0.279985
     364,   0.025087,  -0.976073,   0.283404
     380,   0.023500,  -0.975829,   0.279985
     396,   0.025819,  -0.980956,   0.278154
     412,   0.024965,  -0.976439,   0.279009
     427,   0.023378,  -0.979125,   0.280596
     443,   0.024843,  -0.979247,   0.280474
     458,   0.023988,  -0.976317,   0.277910
     474,   0.024843,  -0.977538,   0.280474
     490,   0.026796,  -0.976927,   0.279741
     505,   0.026796,  -0.974608,   0.276689
     521,   0.025575,  -0.980345,   0.280718
     536,   0.023744,  -0.976561,   0.280107
     552,   0.025331,  -0.977538,   0.279863
     568,   0.025453,  -0.980101,   0.279497
     583,   0.026308,  -0.978026,   0.280107
     599,   0.026430,  -0.977660,   0.276567
     615,   0.024843,  -0.979369,   0.279985
     630,   0.023256,  -0.979369,   0.279619
     646,   0.023134,  -0.976805,   0.278887
     661,   0.024477,  -0.977416,   0.278643
     677,   0.023012,  -0.978392,   0.279375
     692,   0.023256,  -0.975707,   0.278276
     708,   0.022768,  -0.981933,   0.277300
     724,   0.023012,  -0.979735,   0.276323
     740,   0.026552,  -0.976683,   0.280962
     755,   0.023378,  -0.979979,   0.279375
     771,   0.024843,  -0.976317,   0.279009
     786,   0.024843,  -0.978026,   0.278643
     802,   0.025575,  -0.976805,   0.279619
     817,   0.024354,  -0.978636,   0.279741
     833,   0.025209,  -0.977171,   0.277544
     849,   0.024843,  -0.977049,   0.278398
     864,   0.024721,  -0.979735,   0.280718
     880,   0.026064,  -0.975829,   0.277544
     896,   0.023866,  -0.976927,   0.279131
     911,   0.024110,  -0.978514,   0.279375
     927,   0.026186,  -0.977416,   0.279741
     943,   0.023622,  -0.979857,   0.278887
     958,   0.024477,  -0.980468,   0.281206
     974,   0.024110,  -0.976439,   0.278887
     989,   0.024599,  -0.977416,   0.277788
    1005,   0.024599,  -0.980590,   0.280962
    1021,   0.026064,  -0.974852,   0.280229
    1036,   0.025819,  -0.979003,   0.281572
    1052,   0.024232,  -0.981078,   0.279741
    1068,   0.026918,  -0.973997,   0.279863
    1083,   0.023012,  -0.978270,   0.279497
    1099,   0.025453,  -0.979491,   0.279741
    1114,   0.023012,  -0.979735,   0.279009
    1130,   0.025819,  -0.973021,   0.279375
    1146,   0.025697,  -0.980834,   0.280474
    1161,   0.024232,  -0.976195,   0.279131
    1177,   0.024477,  -0.977049,   0.279985
    1192,   0.023744,  -0.981933,   0.279863
    1208,   0.025941,  -0.975707,   0.279985
    1224,   0.024599,  -0.980712,   0.280352
    1240,   0.023012,  -0.980956,   0.279985
    1255,   0.024721,  -0.975096,   0.278887
    1271,   0.025331,  -0.976317,   0.279131
    1286,   0.023744,  -0.980101,   0.280474
    1302,   0.024477,  -0.978514,   0.278398
    1318,   0.023744,  -0.976561,   0.279863
    1333,   0.023622,  -0.982177,   0.278520
    1349,   0.022645,  -0.978881,   0.279863
    1364,   0.023012,  -0.975096,   0.277422
    1380,   0.022523,  -0.981810,   0.282549
    1396,   0.023134,  -0.976805,   0.280229
    1411,   0.025575,  -0.978270,   0.280352
    1427,   0.024110,  -0.979735,   0.280107
    1443,   0.023744,  -0.980101,   0.280596
    1458,   0.024965,  -0.976805,   0.278643
    1474,   0.024354,  -0.980345,   0.280840
    1489,   0.026064,  -0.979247,   0.279131
    1505,   0.025819,  -0.975951,   0.279985
    1520,   0.023012,  -0.982543,   0.278398
    1536,   0.020814,  -0.977538,   0.278887
    1552,   0.026186,  -0.976805,   0.281084
    1567,   0.024599,  -0.980590,   0.279741
    1583,   0.024843,  -0.974608,   0.276933
    1599,   0.025087,  -0.977171,   0.278032
    1614,   0.024721,  -0.977782,   0.282061
